"CIPCode2000","CIPTitle2000","Action","Text change","CIPCode2010","CIPTitle2010"
="51.37","Energy and Biologically Based Therapies.","No substantive changes",no,="51.37","Energy and Biologically Based Therapies."
="51.3701","Aromatherapy.","No substantive changes",no,="51.3701","Aromatherapy."
="51.3702","Herbalism/Herbalist.","No substantive changes",no,="51.3702","Herbalism/Herbalist."
="51.3703","Polarity Therapy.","No substantive changes",no,="51.3703","Polarity Therapy."
="51.3704","Reiki.","No substantive changes",no,="51.3704","Reiki."
="51.3799","Energy and Biologically Based Therapies, Other.","No substantive changes",no,="51.3799","Energy and Biologically Based Therapies, Other."
"","","New",no,="51.38","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing."
"","","New",no,="51.3816","Emergency Room/Trauma Nursing."
"","","New",no,="51.3817","Nursing Education."
"","","New",no,="51.3818","Nursing Practice."
"","","New",no,="51.3819","Palliative Care Nursing."
"","","New",no,="51.3820","Clinical Nurse Leader."
"","","New",no,="51.3821","Geriatric Nurse/Nursing."
"","","New",no,="51.3822","Women's Health Nurse/Nursing."
"","","New",no,="51.3899","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other."
"","","New",no,="51.39","Practical Nursing, Vocational Nursing and Nursing Assistants."
"","","New",no,="51.3999","Practical Nursing, Vocational Nursing and Nursing Assistants, Other."
="51.99","Health Professions and Related Clinical Sciences, Other.","No substantive changes",no,="51.99","Health Professions and Related Clinical Sciences, Other."
="51.9999","Health Professions and Related Clinical Sciences, Other.","No substantive changes",no,="51.9999","Health Professions and Related Clinical Sciences, Other."
="52","BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","No substantive changes",no,="52","BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES."
="52.01","Business/Commerce, General.","No substantive changes",no,="52.01","Business/Commerce, General."
="52.0101","Business/Commerce, General.","No substantive changes",no,="52.0101","Business/Commerce, General."
="52.02","Business Administration, Management and Operations.","No substantive changes",no,="52.02","Business Administration, Management and Operations."
="52.0201","Business Administration and Management, General.","No substantive changes",no,="52.0201","Business Administration and Management, General."
="52.0202","Purchasing, Procurement/Acquisitions and Contracts Management.","No substantive changes",no,="52.0202","Purchasing, Procurement/Acquisitions and Contracts Management."
="52.0203","Logistics and Materials Management.","No substantive changes",yes,="52.0203","Logistics, Materials, and Supply Chain Management."
="52.0204","Office Management and Supervision.","No substantive changes",no,="52.0204","Office Management and Supervision."
="52.0205","Operations Management and Supervision.","No substantive changes",no,="52.0205","Operations Management and Supervision."
="52.0206","Non-Profit/Public/Organizational Management.","No substantive changes",no,="52.0206","Non-Profit/Public/Organizational Management."
="52.0207","Customer Service Management.","No substantive changes",no,="52.0207","Customer Service Management."
="52.0208","E-Commerce/Electronic Commerce.","No substantive changes",no,="52.0208","E-Commerce/Electronic Commerce."
="52.0209","Transportation/Transportation Management.","No substantive changes",yes,="52.0209","Transportation/Mobility Management."
"","","New",no,="52.0210","Research and Development Management."
"","","New",no,="52.0211","Project Management."
"","","New",no,="52.0212","Retail Management."
"","","New",no,="52.0213","Organizational Leadership."
="52.0299","Business Administration, Management and Operations, Other.","No substantive changes",no,="52.0299","Business Administration, Management and Operations, Other."
="52.03","Accounting and Related Services.","No substantive changes",no,="52.03","Accounting and Related Services."
="52.0301","Accounting.","No substantive changes",no,="52.0301","Accounting."
="52.0302","Accounting Technology/Technician and Bookkeeping.","No substantive changes",no,="52.0302","Accounting Technology/Technician and Bookkeeping."
="52.0303","Auditing.","No substantive changes",no,="52.0303","Auditing."
="52.0304","Accounting and Finance.","No substantive changes",no,="52.0304","Accounting and Finance."
="52.0305","Accounting and Business/Management.","No substantive changes",no,="52.0305","Accounting and Business/Management."
="52.0399","Accounting and Related Services, Other.","No substantive changes",no,="52.0399","Accounting and Related Services, Other."
="52.04","Business Operations Support and Assistant Services.","No substantive changes",no,="52.04","Business Operations Support and Assistant Services."
="52.0401","Administrative Assistant and Secretarial Science, General.","No substantive changes",no,="52.0401","Administrative Assistant and Secretarial Science, General."
="52.0402","Executive Assistant/Executive Secretary.","No substantive changes",no,="52.0402","Executive Assistant/Executive Secretary."
="52.0406","Receptionist.","No substantive changes",no,="52.0406","Receptionist."
="52.0407","Business/Office Automation/Technology/Data Entry.","No substantive changes",no,="52.0407","Business/Office Automation/Technology/Data Entry."
="52.0408","General Office Occupations and Clerical Services.","No substantive changes",no,="52.0408","General Office Occupations and Clerical Services."
="52.0409","Parts, Warehousing, and Inventory Management Operations.","No substantive changes",no,="52.0409","Parts, Warehousing, and Inventory Management Operations."
="52.0410","Traffic, Customs, and Transportation Clerk/Technician.","No substantive changes",yes,="52.0410","Traffic, Customs, and Transportation Clerk/Technician."
="52.0411","Customer Service Support/Call Center/Teleservice Operation.","No substantive changes",no,="52.0411","Customer Service Support/Call Center/Teleservice Operation."
="52.0499","Business Operations Support and Secretarial Services, Other.","No substantive changes",no,="52.0499","Business Operations Support and Secretarial Services, Other."
="52.05","Business/Corporate Communications.","No substantive changes",no,="52.05","Business/Corporate Communications."
="52.0501","Business/Corporate Communications.","No substantive changes",no,="52.0501","Business/Corporate Communications."
="52.06","Business/Managerial Economics.","No substantive changes",no,="52.06","Business/Managerial Economics."
="52.0601","Business/Managerial Economics.","No substantive changes",no,="52.0601","Business/Managerial Economics."
="52.07","Entrepreneurial and Small Business Operations.","No substantive changes",no,="52.07","Entrepreneurial and Small Business Operations."
="52.0701","Entrepreneurship/Entrepreneurial Studies.","No substantive changes",no,="52.0701","Entrepreneurship/Entrepreneurial Studies."
="52.0702","Franchising and Franchise Operations.","No substantive changes",no,="52.0702","Franchising and Franchise Operations."
="52.0703","Small Business Administration/Management.","No substantive changes",no,="52.0703","Small Business Administration/Management."
="52.0799","Entrepreneurial and Small Business Operations, Other.","No substantive changes",no,="52.0799","Entrepreneurial and Small Business Operations, Other."
="52.08","Finance and Financial Management Services.","No substantive changes",no,="52.08","Finance and Financial Management Services."
="52.0801","Finance, General.","No substantive changes",no,="52.0801","Finance, General."
="52.0803","Banking and Financial Support Services.","No substantive changes",no,="52.0803","Banking and Financial Support Services."
="52.0804","Financial Planning and Services.","No substantive changes",no,="52.0804","Financial Planning and Services."
="52.0806","International Finance.","No substantive changes",no,="52.0806","International Finance."
="52.0807","Investments and Securities.","No substantive changes",no,="52.0807","Investments and Securities."
="52.0808","Public Finance.","No substantive changes",no,="52.0808","Public Finance."
="52.0809","Credit Management.","No substantive changes",no,="52.0809","Credit Management."
="52.0899","Finance and Financial Management Services, Other.","No substantive changes",no,="52.0899","Finance and Financial Management Services, Other."
="52.09","Hospitality Administration/Management.","No substantive changes",no,="52.09","Hospitality Administration/Management."
="52.0901","Hospitality Administration/Management, General.","No substantive changes",no,="52.0901","Hospitality Administration/Management, General."
="52.0903","Tourism and Travel Services Management.","No substantive changes",no,="52.0903","Tourism and Travel Services Management."
="52.0904","Hotel/Motel Administration/Management.","No substantive changes",no,="52.0904","Hotel/Motel Administration/Management."
="52.0905","Restaurant/Food Services Management.","No substantive changes",no,="52.0905","Restaurant/Food Services Management."
="52.0906","Resort Management.","No substantive changes",no,="52.0906","Resort Management."
"","","New",no,="52.0907","Meeting and Event Planning."
"","","New",no,="52.0908","Casino Management."
"","","New",no,="52.0909","Hotel, Motel, and Restaurant Management."
="52.0999","Hospitality Administration/Management, Other.","No substantive changes",no,="52.0999","Hospitality Administration/Management, Other."
="52.10","Human Resources Management and Services.","No substantive changes",no,="52.10","Human Resources Management and Services."
="52.1001","Human Resources Management/Personnel Administration, General.","No substantive changes",no,="52.1001","Human Resources Management/Personnel Administration, General."
="52.1002","Labor and Industrial Relations.","No substantive changes",no,="52.1002","Labor and Industrial Relations."
="52.1003","Organizational Behavior Studies.","No substantive changes",no,="52.1003","Organizational Behavior Studies."
="52.1004","Labor Studies.","No substantive changes",no,="52.1004","Labor Studies."
="52.1005","Human Resources Development.","No substantive changes",no,="52.1005","Human Resources Development."
="52.1099","Human Resources Management and Services, Other.","No substantive changes",no,="52.1099","Human Resources Management and Services, Other."
="52.11","International Business.","No substantive changes",no,="52.11","International Business."
="52.1101","International Business/Trade/Commerce.","No substantive changes",no,="52.1101","International Business/Trade/Commerce."
="52.12","Management Information Systems and Services.","No substantive changes",no,="52.12","Management Information Systems and Services."
="52.1201","Management Information Systems, General.","No substantive changes",no,="52.1201","Management Information Systems, General."
="52.1206","Information Resources Management/CIO Training.","No substantive changes",no,="52.1206","Information Resources Management."
="52.1207","Knowledge Management.","No substantive changes",no,="52.1207","Knowledge Management."
="52.1299","Management Information Systems and Services, Other.","No substantive changes",no,="52.1299","Management Information Systems and Services, Other."
="52.13","Management Sciences and Quantitative Methods.","No substantive changes",no,="52.13","Management Sciences and Quantitative Methods."
="52.1301","Management Science, General.","No substantive changes",yes,="52.1301","Management Science."
="52.1302","Business Statistics.","No substantive changes",no,="52.1302","Business Statistics."
="52.1304","Actuarial Science.","No substantive changes",no,="52.1304","Actuarial Science."
="52.1399","Management Sciences and Quantitative Methods, Other.","No substantive changes",no,="52.1399","Management Sciences and Quantitative Methods, Other."
="52.14","Marketing.","No substantive changes",no,="52.14","Marketing."
="52.1401","Marketing/Marketing Management, General.","No substantive changes",no,="52.1401","Marketing/Marketing Management, General."
="52.1402","Marketing Research.","No substantive changes",no,="52.1402","Marketing Research."
="52.1403","International Marketing.","No substantive changes",no,="52.1403","International Marketing."
="52.1499","Marketing, Other.","No substantive changes",no,="52.1499","Marketing, Other."
="52.15","Real Estate.","No substantive changes",no,="52.15","Real Estate."
="52.1501","Real Estate.","No substantive changes",no,="52.1501","Real Estate."
="52.16","Taxation.","No substantive changes",no,="52.16","Taxation."
