CIPCODE,CIPTitle,Discipline,Historical Categories,Associates, Bachelors,Masters,Doctoral
51.3822,Women's Health Nurse/Nursing,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3899,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3901,Family Practice Nurse/Nursing,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3902,Family Practice Nurse/Nursing,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3999,"Practical Nursing, Vocational Nursing and Nursing Assistants, Other",Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.9999,"Health Professions and Related Clinical Sciences, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
52.0101,"Business/Commerce, General",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0201,"Business Administration and Management, General",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0202,"Purchasing, Procurement/Acquisitions and Contracts Management",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0203,"Logistics, Materials, and Supply Chain Management",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0204,Office Management and Supervision,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0205,Operations Management and Supervision,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0206,Non-Profit/Public/Organizational Management,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0207,Customer Service Management,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0208,E-Commerce/Electronic Commerce,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0209,Transportation/Mobility Management,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.021,Research and Development Management,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0211,Project Management,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0212,Retail Management,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0213,Organizational Leadership,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0299,"Business/Managerial Operations, Other",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0301,Accounting,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0302,Accounting Technology/Technician and Bookkeeping,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0303,Auditing,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0304,Accounting and Finance,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0305,Accounting and Business/Management,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0399,"Accounting and Related Services, Other",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0401,"Administrative Assistant and Secretarial Science, General",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0402,Executive Assistant/Executive Secretary,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0406,Receptionist,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0407,Business/Office Automation/Technology/Data Entry,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0408,General Office Occupations and Clerical Services,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0409,"Parts, Warehousing, and Inventory Management Operations",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.041,"Traffic, Customs, and Transportation Clerk/Technician",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0411,Customer Service Support/Call Center/Teleservice Operation,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0499,"Business Operations Support and Secretarial Services, Other",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0501,Business/Corporate Communications,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0601,Business/Managerial Economics,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0701,Entrepreneurship/Entrepreneurial Studies,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0702,Franchising and Franchise Operations,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0703,Small Business Administration/Management,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0799,"Entrepreneurial and Small Business Operations, Other",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0801,"Finance, General",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0803,Banking and Financial Support Services,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0804,Financial Planning and Services,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0806,International Finance,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0807,Investments and Securities,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0808,Public Finance,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0809,Credit Management,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0899,"Finance and Financial Management Services, Other",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0901,"Hospitality Administration/Management, General",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0902,Hotel/Motel and Restaurant Management,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0903,Tourism and Travel Services Management,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0904,Hotel/Motel Administration/Management,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0905,Restaurant/Food Services Management,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0906,Resort Management,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0907,Meeting and Event Planning,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0908,Casino Management,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0909,"Hotel, Motel, and Restaurant Management",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0988,Hotel/Motel and Restaurant Management,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.0999,"Hospitality Administration/Management, Other",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1001,"Human Resources Management/Personnel Administration, General",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1002,Labor and Industrial Relations,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1003,Organizational Behavior Studies,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1004,Labor Studies,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1005,Human Resources Development,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1099,"Human Resources Management and Services, Other",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1101,International Business/Trade/Commerce,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1201,"Management Information Systems, General",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1202,Business Computer Programming/Programmer,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1203,Business Systems Analysis and Design,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1205,Business Computer Facilities Operator,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1206,Information Resources Management,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1207,Knowledge Management,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1299,"Management Information Systems and Services, Other",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1301,Management Science,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1302,Business Statistics,Business,,Other/Unknown,Business & Management,Natural Sciences,Natural Sciences
52.1304,Actuarial Science,Business,,Other/Unknown,Business & Management,Natural Sciences,Natural Sciences
52.1399,"Management Sciences and Quantitative Methods, Other",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1401,"Marketing/Marketing Management, General",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1402,Marketing Research,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1403,International Marketing,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1499,"Marketing, Other",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1501,Real Estate,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1601,Taxation,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1701,Insurance,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1801,"Sales, Distribution and Marketing Operations, General",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1802,Merchandising and Buying Operations,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1803,Retailing and Retail Operations,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1804,Selling Skills and Sales Operations,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1899,"General Merchandising, Sales and Related Marketing Operations,  Other",Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1901,Auctioneering,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1902,Fashion Merchandising,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1903,Fashion Modeling,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
52.1904,Apparel and Accessories Marketing Operations,Business,,Professional/Vocational,Business & Management,Business & Management,Business & Management
